u,b,h,d,P
0,0,1,1,0.428571
0,0,1,2,0.183673
0,0,2,2,0.183673
0,0,1,3,0.078717
0,0,2,3,0.078717
0,0,3,3,0.078717
0,0,1,4,0.033736
0,0,2,4,0.033736
0,0,3,4,0.033736
0,0,4,4,0.033736
0,1,1,1,0.428571
0,1,1,2,0.183673
0,1,2,2,0.183673
0,1,1,3,0.078717
0,1,2,3,0.078717
0,1,3,3,0.078717
0,1,1,4,0.033736
0,1,2,4,0.033736
0,1,3,4,0.033736
0,1,4,4,0.033736
0,2,1,1,0.428571
0,2,1,2,0.183673
0,2,2,2,0.183673
0,2,1,3,0.078717
0,2,2,3,0.078717
0,2,3,3,0.078717
0,2,1,4,0.033736
0,2,2,4,0.033736
0,2,3,4,0.033736
0,2,4,4,0.033736
0,3,1,1,0.428571
0,3,1,2,0.183673
0,3,2,2,0.183673
0,3,1,3,0.078717
0,3,2,3,0.078717
0,3,3,3,0.078717
0,3,1,4,0.033736
0,3,2,4,0.033736
0,3,3,4,0.033736
0,3,4,4,0.033736
1,0,1,1,0.428571
1,0,1,2,0.183673
1,0,2,2,0.183673
1,0,1,3,0.078717
1,0,2,3,0.078717
1,0,3,3,0.078717
1,0,1,4,0.033736
1,0,2,4,0.033736
1,0,3,4,0.033736
1,0,4,4,0.033736
1,1,1,1,0.428571
1,1,1,2,0.183673
1,1,2,2,0.183673
1,1,1,3,0.078717
1,1,2,3,0.078717
1,1,3,3,0.078717
1,1,1,4,0.033736
1,1,2,4,0.033736
1,1,3,4,0.033736
1,1,4,4,0.033736
1,2,1,1,0.428571
1,2,1,2,0.183673
1,2,2,2,0.183673
1,2,1,3,0.078717
1,2,2,3,0.078717
1,2,3,3,0.078717
1,2,1,4,0.033736
1,2,2,4,0.033736
1,2,3,4,0.033736
1,2,4,4,0.033736
1,3,1,1,0.428571
1,3,1,2,0.183673
1,3,2,2,0.183673
1,3,1,3,0.078717
1,3,2,3,0.078717
1,3,3,3,0.078717
1,3,1,4,0.033736
1,3,2,4,0.033736
1,3,3,4,0.033736
1,3,4,4,0.033736
2,0,1,1,0.428571
2,0,1,2,0.183673
2,0,2,2,0.183673
2,0,1,3,0.078717
2,0,2,3,0.078717
2,0,3,3,0.078717
2,0,1,4,0.033736
2,0,2,4,0.033736
2,0,3,4,0.033736
2,0,4,4,0.033736
2,1,1,1,0.428571
2,1,1,2,0.183673
2,1,2,2,0.183673
2,1,1,3,0.078717
2,1,2,3,0.078717
2,1,3,3,0.078717
2,1,1,4,0.033736
2,1,2,4,0.033736
2,1,3,4,0.033736
2,1,4,4,0.033736
2,2,1,1,0.428571
2,2,1,2,0.183673
2,2,2,2,0.183673
2,2,1,3,0.078717
2,2,2,3,0.078717
2,2,3,3,0.078717
2,2,1,4,0.033736
2,2,2,4,0.033736
2,2,3,4,0.033736
2,2,4,4,0.033736
2,3,1,1,0.428571
2,3,1,2,0.183673
2,3,2,2,0.183673
2,3,1,3,0.078717
2,3,2,3,0.078717
2,3,3,3,0.078717
2,3,1,4,0.033736
2,3,2,4,0.033736
2,3,3,4,0.033736
2,3,4,4,0.033736
3,0,1,1,0.428571
3,0,1,2,0.183673
3,0,2,2,0.183673
3,0,1,3,0.078717
3,0,2,3,0.078717
3,0,3,3,0.078717
3,0,1,4,0.033736
3,0,2,4,0.033736
3,0,3,4,0.033736
3,0,4,4,0.033736
3,1,1,1,0.428571
3,1,1,2,0.183673
3,1,2,2,0.183673
3,1,1,3,0.078717
3,1,2,3,0.078717
3,1,3,3,0.078717
3,1,1,4,0.033736
3,1,2,4,0.033736
3,1,3,4,0.033736
3,1,4,4,0.033736
3,2,1,1,0.428571
3,2,1,2,0.183673
3,2,2,2,0.183673
3,2,1,3,0.078717
3,2,2,3,0.078717
3,2,3,3,0.078717
3,2,1,4,0.033736
3,2,2,4,0.033736
3,2,3,4,0.033736
3,2,4,4,0.033736
3,3,1,1,0.428571
3,3,1,2,0.183673
3,3,2,2,0.183673
3,3,1,3,0.078717
3,3,2,3,0.078717
3,3,3,3,0.078717
3,3,1,4,0.033736
3,3,2,4,0.033736
3,3,3,4,0.033736
3,3,4,4,0.033736
4,0,1,1,0.428571
4,0,1,2,0.183673
4,0,2,2,0.183673
4,0,1,3,0.078717
4,0,2,3,0.078717
4,0,3,3,0.078717
4,0,1,4,0.033736
4,0,2,4,0.033736
4,0,3,4,0.033736
4,0,4,4,0.033736
4,1,1,1,0.428571
4,1,1,2,0.183673
4,1,2,2,0.183673
4,1,1,3,0.078717
4,1,2,3,0.078717
4,1,3,3,0.078717
4,1,1,4,0.033736
4,1,2,4,0.033736
4,1,3,4,0.033736
4,1,4,4,0.033736
4,2,1,1,0.428571
4,2,1,2,0.183673
4,2,2,2,0.183673
4,2,1,3,0.078717
4,2,2,3,0.078717
4,2,3,3,0.078717
4,2,1,4,0.033736
4,2,2,4,0.033736
4,2,3,4,0.033736
4,2,4,4,0.033736
4,3,1,1,0.428571
4,3,1,2,0.183673
4,3,2,2,0.183673
4,3,1,3,0.078717
4,3,2,3,0.078717
4,3,3,3,0.078717
4,3,1,4,0.033736
4,3,2,4,0.033736
4,3,3,4,0.033736
4,3,4,4,0.033736
5,0,1,1,0.428571
5,0,1,2,0.183673
5,0,2,2,0.183673
5,0,1,3,0.078717
5,0,2,3,0.078717
5,0,3,3,0.078717
5,0,1,4,0.033736
5,0,2,4,0.033736
5,0,3,4,0.033736
5,0,4,4,0.033736
5,1,1,1,0.428571
5,1,1,2,0.183673
5,1,2,2,0.183673
5,1,1,3,0.078717
5,1,2,3,0.078717
5,1,3,3,0.078717
5,1,1,4,0.033736
5,1,2,4,0.033736
5,1,3,4,0.033736
5,1,4,4,0.033736
5,2,1,1,0.428571
5,2,1,2,0.183673
5,2,2,2,0.183673
5,2,1,3,0.078717
5,2,2,3,0.078717
5,2,3,3,0.078717
5,2,1,4,0.033736
5,2,2,4,0.033736
5,2,3,4,0.033736
5,2,4,4,0.033736
5,3,1,1,0.428571
5,3,1,2,0.183673
5,3,2,2,0.183673
5,3,1,3,0.078717
5,3,2,3,0.078717
5,3,3,3,0.078717
5,3,1,4,0.033736
5,3,2,4,0.033736
5,3,3,4,0.033736
5,3,4,4,0.033736
6,0,1,1,0.428571
6,0,1,2,0.183673
6,0,2,2,0.183673
6,0,1,3,0.078717
6,0,2,3,0.078717
6,0,3,3,0.078717
6,0,1,4,0.033736
6,0,2,4,0.033736
6,0,3,4,0.033736
6,0,4,4,0.033736
6,1,1,1,0.428571
6,1,1,2,0.183673
6,1,2,2,0.183673
6,1,1,3,0.078717
6,1,2,3,0.078717
6,1,3,3,0.078717
6,1,1,4,0.033736
6,1,2,4,0.033736
6,1,3,4,0.033736
6,1,4,4,0.033736
6,2,1,1,0.428571
6,2,1,2,0.183673
6,2,2,2,0.183673
6,2,1,3,0.078717
6,2,2,3,0.078717
6,2,3,3,0.078717
6,2,1,4,0.033736
6,2,2,4,0.033736
6,2,3,4,0.033736
6,2,4,4,0.033736
6,3,1,1,0.428571
6,3,1,2,0.183673
6,3,2,2,0.183673
6,3,1,3,0.078717
6,3,2,3,0.078717
6,3,3,3,0.078717
6,3,1,4,0.033736
6,3,2,4,0.033736
6,3,3,4,0.033736
6,3,4,4,0.033736
7,0,1,1,0.428571
7,0,1,2,0.183673
7,0,2,2,0.183673
7,0,1,3,0.078717
7,0,2,3,0.078717
7,0,3,3,0.078717
7,0,1,4,0.033736
7,0,2,4,0.033736
7,0,3,4,0.033736
7,0,4,4,0.033736
7,1,1,1,0.428571
7,1,1,2,0.183673
7,1,2,2,0.183673
7,1,1,3,0.078717
7,1,2,3,0.078717
7,1,3,3,0.078717
7,1,1,4,0.033736
7,1,2,4,0.033736
7,1,3,4,0.033736
7,1,4,4,0.033736
7,2,1,1,0.428571
7,2,1,2,0.183673
7,2,2,2,0.183673
7,2,1,3,0.078717
7,2,2,3,0.078717
7,2,3,3,0.078717
7,2,1,4,0.033736
7,2,2,4,0.033736
7,2,3,4,0.033736
7,2,4,4,0.033736
7,3,1,1,0.428571
7,3,1,2,0.183673
7,3,2,2,0.183673
7,3,1,3,0.078717
7,3,2,3,0.078717
7,3,3,3,0.078717
7,3,1,4,0.033736
7,3,2,4,0.033736
7,3,3,4,0.033736
7,3,4,4,0.033736
8,0,1,1,0.428571
8,0,1,2,0.183673
8,0,2,2,0.183673
8,0,1,3,0.078717
8,0,2,3,0.078717
8,0,3,3,0.078717
8,0,1,4,0.033736
8,0,2,4,0.033736
8,0,3,4,0.033736
8,0,4,4,0.033736
8,1,1,1,0.428571
8,1,1,2,0.183673
8,1,2,2,0.183673
8,1,1,3,0.078717
8,1,2,3,0.078717
8,1,3,3,0.078717
8,1,1,4,0.033736
8,1,2,4,0.033736
8,1,3,4,0.033736
8,1,4,4,0.033736
8,2,1,1,0.428571
8,2,1,2,0.183673
8,2,2,2,0.183673
8,2,1,3,0.078717
8,2,2,3,0.078717
8,2,3,3,0.078717
8,2,1,4,0.033736
8,2,2,4,0.033736
8,2,3,4,0.033736
8,2,4,4,0.033736
8,3,1,1,0.428571
8,3,1,2,0.183673
8,3,2,2,0.183673
8,3,1,3,0.078717
8,3,2,3,0.078717
8,3,3,3,0.078717
8,3,1,4,0.033736
8,3,2,4,0.033736
8,3,3,4,0.033736
8,3,4,4,0.033736
9,0,1,1,0.428571
9,0,1,2,0.183673
9,0,2,2,0.183673
9,0,1,3,0.078717
9,0,2,3,0.078717
9,0,3,3,0.078717
9,0,1,4,0.033736
9,0,2,4,0.033736
9,0,3,4,0.033736
9,0,4,4,0.033736
9,1,1,1,0.428571
9,1,1,2,0.183673
9,1,2,2,0.183673
9,1,1,3,0.078717
9,1,2,3,0.078717
9,1,3,3,0.078717
9,1,1,4,0.033736
9,1,2,4,0.033736
9,1,3,4,0.033736
9,1,4,4,0.033736
9,2,1,1,0.428571
9,2,1,2,0.183673
9,2,2,2,0.183673
9,2,1,3,0.078717
9,2,2,3,0.078717
9,2,3,3,0.078717
9,2,1,4,0.033736
9,2,2,4,0.033736
9,2,3,4,0.033736
9,2,4,4,0.033736
9,3,1,1,0.428571
9,3,1,2,0.183673
9,3,2,2,0.183673
9,3,1,3,0.078717
9,3,2,3,0.078717
9,3,3,3,0.078717
9,3,1,4,0.033736
9,3,2,4,0.033736
9,3,3,4,0.033736
9,3,4,4,0.033736
10,0,1,1,0.428571
10,0,1,2,0.183673
10,0,2,2,0.183673
10,0,1,3,0.078717
10,0,2,3,0.078717
10,0,3,3,0.078717
10,0,1,4,0.033736
10,0,2,4,0.033736
10,0,3,4,0.033736
10,0,4,4,0.033736
10,1,1,1,0.428571
10,1,1,2,0.183673
10,1,2,2,0.183673
10,1,1,3,0.078717
10,1,2,3,0.078717
10,1,3,3,0.078717
10,1,1,4,0.033736
10,1,2,4,0.033736
10,1,3,4,0.033736
10,1,4,4,0.033736
10,2,1,1,0.428571
10,2,1,2,0.183673
10,2,2,2,0.183673
10,2,1,3,0.078717
10,2,2,3,0.078717
10,2,3,3,0.078717
10,2,1,4,0.033736
10,2,2,4,0.033736
10,2,3,4,0.033736
10,2,4,4,0.033736
10,3,1,1,0.428571
10,3,1,2,0.183673
10,3,2,2,0.183673
10,3,1,3,0.078717
10,3,2,3,0.078717
10,3,3,3,0.078717
10,3,1,4,0.033736
10,3,2,4,0.033736
10,3,3,4,0.033736
10,3,4,4,0.033736
11,0,1,1,0.428571
11,0,1,2,0.183673
11,0,2,2,0.183673
11,0,1,3,0.078717
11,0,2,3,0.078717
11,0,3,3,0.078717
11,0,1,4,0.033736
11,0,2,4,0.033736
11,0,3,4,0.033736
11,0,4,4,0.033736
11,1,1,1,0.428571
11,1,1,2,0.183673
11,1,2,2,0.183673
11,1,1,3,0.078717
11,1,2,3,0.078717
11,1,3,3,0.078717
11,1,1,4,0.033736
11,1,2,4,0.033736
11,1,3,4,0.033736
11,1,4,4,0.033736
11,2,1,1,0.428571
11,2,1,2,0.183673
11,2,2,2,0.183673
11,2,1,3,0.078717
11,2,2,3,0.078717
11,2,3,3,0.078717
11,2,1,4,0.033736
11,2,2,4,0.033736
11,2,3,4,0.033736
11,2,4,4,0.033736
11,3,1,1,0.428571
11,3,1,2,0.183673
11,3,2,2,0.183673
11,3,1,3,0.078717
11,3,2,3,0.078717
11,3,3,3,0.078717
11,3,1,4,0.033736
11,3,2,4,0.033736
11,3,3,4,0.033736
11,3,4,4,0.033736
12,0,1,1,0.428571
12,0,1,2,0.183673
12,0,2,2,0.183673
12,0,1,3,0.078717
12,0,2,3,0.078717
12,0,3,3,0.078717
12,0,1,4,0.033736
12,0,2,4,0.033736
12,0,3,4,0.033736
12,0,4,4,0.033736
12,1,1,1,0.428571
12,1,1,2,0.183673
12,1,2,2,0.183673
12,1,1,3,0.078717
12,1,2,3,0.078717
12,1,3,3,0.078717
12,1,1,4,0.033736
12,1,2,4,0.033736
12,1,3,4,0.033736
12,1,4,4,0.033736
12,2,1,1,0.428571
12,2,1,2,0.183673
12,2,2,2,0.183673
12,2,1,3,0.078717
12,2,2,3,0.078717
12,2,3,3,0.078717
12,2,1,4,0.033736
12,2,2,4,0.033736
12,2,3,4,0.033736
12,2,4,4,0.033736
12,3,1,1,0.428571
12,3,1,2,0.183673
12,3,2,2,0.183673
12,3,1,3,0.078717
12,3,2,3,0.078717
12,3,3,3,0.078717
12,3,1,4,0.033736
12,3,2,4,0.033736
12,3,3,4,0.033736
12,3,4,4,0.033736
13,0,1,1,0.428571
13,0,1,2,0.183673
13,0,2,2,0.183673
13,0,1,3,0.078717
13,0,2,3,0.078717
13,0,3,3,0.078717
13,0,1,4,0.033736
13,0,2,4,0.033736
13,0,3,4,0.033736
13,0,4,4,0.033736
13,1,1,1,0.428571
13,1,1,2,0.183673
13,1,2,2,0.183673
13,1,1,3,0.078717
13,1,2,3,0.078717
13,1,3,3,0.078717
13,1,1,4,0.033736
13,1,2,4,0.033736
13,1,3,4,0.033736
13,1,4,4,0.033736
13,2,1,1,0.428571
13,2,1,2,0.183673
13,2,2,2,0.183673
13,2,1,3,0.078717
13,2,2,3,0.078717
13,2,3,3,0.078717
13,2,1,4,0.033736
13,2,2,4,0.033736
13,2,3,4,0.033736
13,2,4,4,0.033736
13,3,1,1,0.428571
13,3,1,2,0.183673
13,3,2,2,0.183673
13,3,1,3,0.078717
13,3,2,3,0.078717
13,3,3,3,0.078717
13,3,1,4,0.033736
13,3,2,4,0.033736
13,3,3,4,0.033736
13,3,4,4,0.033736
14,0,1,1,0.428571
14,0,1,2,0.183673
14,0,2,2,0.183673
14,0,1,3,0.078717
14,0,2,3,0.078717
14,0,3,3,0.078717
14,0,1,4,0.033736
14,0,2,4,0.033736
14,0,3,4,0.033736
14,0,4,4,0.033736
14,1,1,1,0.428571
14,1,1,2,0.183673
14,1,2,2,0.183673
14,1,1,3,0.078717
14,1,2,3,0.078717
14,1,3,3,0.078717
14,1,1,4,0.033736
14,1,2,4,0.033736
14,1,3,4,0.033736
14,1,4,4,0.033736
14,2,1,1,0.428571
14,2,1,2,0.183673
14,2,2,2,0.183673
14,2,1,3,0.078717
14,2,2,3,0.078717
14,2,3,3,0.078717
14,2,1,4,0.033736
14,2,2,4,0.033736
14,2,3,4,0.033736
14,2,4,4,0.033736
14,3,1,1,0.428571
14,3,1,2,0.183673
14,3,2,2,0.183673
14,3,1,3,0.078717
14,3,2,3,0.078717
14,3,3,3,0.078717
14,3,1,4,0.033736
14,3,2,4,0.033736
14,3,3,4,0.033736
14,3,4,4,0.033736
15,0,1,1,0.428571
15,0,1,2,0.183673
15,0,2,2,0.183673
15,0,1,3,0.078717
15,0,2,3,0.078717
15,0,3,3,0.078717
15,0,1,4,0.033736
15,0,2,4,0.033736
15,0,3,4,0.033736
15,0,4,4,0.033736
15,1,1,1,0.428571
15,1,1,2,0.183673
15,1,2,2,0.183673
15,1,1,3,0.078717
15,1,2,3,0.078717
15,1,3,3,0.078717
15,1,1,4,0.033736
15,1,2,4,0.033736
15,1,3,4,0.033736
15,1,4,4,0.033736
15,2,1,1,0.428571
15,2,1,2,0.183673
15,2,2,2,0.183673
15,2,1,3,0.078717
15,2,2,3,0.078717
15,2,3,3,0.078717
15,2,1,4,0.033736
15,2,2,4,0.033736
15,2,3,4,0.033736
15,2,4,4,0.033736
15,3,1,1,0.428571
15,3,1,2,0.183673
15,3,2,2,0.183673
15,3,1,3,0.078717
15,3,2,3,0.078717
15,3,3,3,0.078717
15,3,1,4,0.033736
15,3,2,4,0.033736
15,3,3,4,0.033736
15,3,4,4,0.033736
16,0,1,1,0.428571
16,0,1,2,0.183673
16,0,2,2,0.183673
16,0,1,3,0.078717
16,0,2,3,0.078717
16,0,3,3,0.078717
16,0,1,4,0.033736
16,0,2,4,0.033736
16,0,3,4,0.033736
16,0,4,4,0.033736
16,1,1,1,0.428571
16,1,1,2,0.183673
16,1,2,2,0.183673
16,1,1,3,0.078717
16,1,2,3,0.078717
16,1,3,3,0.078717
16,1,1,4,0.033736
16,1,2,4,0.033736
16,1,3,4,0.033736
16,1,4,4,0.033736
16,2,1,1,0.428571
16,2,1,2,0.183673
16,2,2,2,0.183673
16,2,1,3,0.078717
16,2,2,3,0.078717
16,2,3,3,0.078717
16,2,1,4,0.033736
16,2,2,4,0.033736
16,2,3,4,0.033736
16,2,4,4,0.033736
16,3,1,1,0.428571
16,3,1,2,0.183673
16,3,2,2,0.183673
16,3,1,3,0.078717
16,3,2,3,0.078717
16,3,3,3,0.078717
16,3,1,4,0.033736
16,3,2,4,0.033736
16,3,3,4,0.033736
16,3,4,4,0.033736
17,0,1,1,0.428571
17,0,1,2,0.183673
17,0,2,2,0.183673
17,0,1,3,0.078717
17,0,2,3,0.078717
17,0,3,3,0.078717
17,0,1,4,0.033736
17,0,2,4,0.033736
17,0,3,4,0.033736
17,0,4,4,0.033736
17,1,1,1,0.428571
17,1,1,2,0.183673
17,1,2,2,0.183673
17,1,1,3,0.078717
17,1,2,3,0.078717
17,1,3,3,0.078717
17,1,1,4,0.033736
17,1,2,4,0.033736
17,1,3,4,0.033736
17,1,4,4,0.033736
17,2,1,1,0.428571
17,2,1,2,0.183673
17,2,2,2,0.183673
17,2,1,3,0.078717
17,2,2,3,0.078717
17,2,3,3,0.078717
17,2,1,4,0.033736
17,2,2,4,0.033736
17,2,3,4,0.033736
17,2,4,4,0.033736
17,3,1,1,0.428571
17,3,1,2,0.183673
17,3,2,2,0.183673
17,3,1,3,0.078717
17,3,2,3,0.078717
17,3,3,3,0.078717
17,3,1,4,0.033736
17,3,2,4,0.033736
17,3,3,4,0.033736
17,3,4,4,0.033736
18,0,1,1,0.428571
18,0,1,2,0.183673
18,0,2,2,0.183673
18,0,1,3,0.078717
18,0,2,3,0.078717
18,0,3,3,0.078717
18,0,1,4,0.033736
18,0,2,4,0.033736
18,0,3,4,0.033736
18,0,4,4,0.033736
18,1,1,1,0.428571
18,1,1,2,0.183673
18,1,2,2,0.183673
18,1,1,3,0.078717
18,1,2,3,0.078717
18,1,3,3,0.078717
18,1,1,4,0.033736
18,1,2,4,0.033736
18,1,3,4,0.033736
18,1,4,4,0.033736
18,2,1,1,0.428571
18,2,1,2,0.183673
18,2,2,2,0.183673
18,2,1,3,0.078717
18,2,2,3,0.078717
18,2,3,3,0.078717
18,2,1,4,0.033736
18,2,2,4,0.033736
18,2,3,4,0.033736
18,2,4,4,0.033736
18,3,1,1,0.428571
18,3,1,2,0.183673
18,3,2,2,0.183673
18,3,1,3,0.078717
18,3,2,3,0.078717
18,3,3,3,0.078717
18,3,1,4,0.033736
18,3,2,4,0.033736
18,3,3,4,0.033736
18,3,4,4,0.033736
19,0,1,1,0.428571
19,0,1,2,0.183673
19,0,2,2,0.183673
19,0,1,3,0.078717
19,0,2,3,0.078717
19,0,3,3,0.078717
19,0,1,4,0.033736
19,0,2,4,0.033736
19,0,3,4,0.033736
19,0,4,4,0.033736
19,1,1,1,0.428571
19,1,1,2,0.183673
19,1,2,2,0.183673
19,1,1,3,0.078717
19,1,2,3,0.078717
19,1,3,3,0.078717
19,1,1,4,0.033736
19,1,2,4,0.033736
19,1,3,4,0.033736
19,1,4,4,0.033736
19,2,1,1,0.428571
19,2,1,2,0.183673
19,2,2,2,0.183673
19,2,1,3,0.078717
19,2,2,3,0.078717
19,2,3,3,0.078717
19,2,1,4,0.033736
19,2,2,4,0.033736
19,2,3,4,0.033736
19,2,4,4,0.033736
19,3,1,1,0.428571
19,3,1,2,0.183673
19,3,2,2,0.183673
19,3,1,3,0.078717
19,3,2,3,0.078717
19,3,3,3,0.078717
19,3,1,4,0.033736
19,3,2,4,0.033736
19,3,3,4,0.033736
19,3,4,4,0.033736
20,0,1,1,0.428571
20,0,1,2,0.183673
20,0,2,2,0.183673
20,0,1,3,0.078717
20,0,2,3,0.078717
20,0,3,3,0.078717
20,0,1,4,0.033736
20,0,2,4,0.033736
20,0,3,4,0.033736
20,0,4,4,0.033736
20,1,1,1,0.428571
20,1,1,2,0.183673
20,1,2,2,0.183673
20,1,1,3,0.078717
20,1,2,3,0.078717
20,1,3,3,0.078717
20,1,1,4,0.033736
20,1,2,4,0.033736
20,1,3,4,0.033736
20,1,4,4,0.033736
20,2,1,1,0.428571
20,2,1,2,0.183673
20,2,2,2,0.183673
20,2,1,3,0.078717
20,2,2,3,0.078717
20,2,3,3,0.078717
20,2,1,4,0.033736
20,2,2,4,0.033736
20,2,3,4,0.033736
20,2,4,4,0.033736
20,3,1,1,0.428571
20,3,1,2,0.183673
20,3,2,2,0.183673
20,3,1,3,0.078717
20,3,2,3,0.078717
20,3,3,3,0.078717
20,3,1,4,0.033736
20,3,2,4,0.033736
20,3,3,4,0.033736
20,3,4,4,0.033736
21,0,1,1,0.428571
21,0,1,2,0.183673
21,0,2,2,0.183673
21,0,1,3,0.078717
21,0,2,3,0.078717
21,0,3,3,0.078717
21,0,1,4,0.033736
21,0,2,4,0.033736
21,0,3,4,0.033736
21,0,4,4,0.033736
21,1,1,1,0.428571
21,1,1,2,0.183673
21,1,2,2,0.183673
21,1,1,3,0.078717
21,1,2,3,0.078717
21,1,3,3,0.078717
21,1,1,4,0.033736
21,1,2,4,0.033736
21,1,3,4,0.033736
21,1,4,4,0.033736
21,2,1,1,0.428571
21,2,1,2,0.183673
21,2,2,2,0.183673
21,2,1,3,0.078717
21,2,2,3,0.078717
21,2,3,3,0.078717
21,2,1,4,0.033736
21,2,2,4,0.033736
21,2,3,4,0.033736
21,2,4,4,0.033736
21,3,1,1,0.428571
21,3,1,2,0.183673
21,3,2,2,0.183673
21,3,1,3,0.078717
21,3,2,3,0.078717
21,3,3,3,0.078717
21,3,1,4,0.033736
21,3,2,4,0.033736
21,3,3,4,0.033736
21,3,4,4,0.033736
22,0,1,1,0.428571
22,0,1,2,0.183673
22,0,2,2,0.183673
22,0,1,3,0.078717
22,0,2,3,0.078717
22,0,3,3,0.078717
22,0,1,4,0.033736
22,0,2,4,0.033736
22,0,3,4,0.033736
22,0,4,4,0.033736
22,1,1,1,0.428571
22,1,1,2,0.183673
22,1,2,2,0.183673
22,1,1,3,0.078717
22,1,2,3,0.078717
22,1,3,3,0.078717
22,1,1,4,0.033736
22,1,2,4,0.033736
22,1,3,4,0.033736
22,1,4,4,0.033736
22,2,1,1,0.428571
22,2,1,2,0.183673
22,2,2,2,0.183673
22,2,1,3,0.078717
22,2,2,3,0.078717
22,2,3,3,0.078717
22,2,1,4,0.033736
22,2,2,4,0.033736
22,2,3,4,0.033736
22,2,4,4,0.033736
22,3,1,1,0.428571
22,3,1,2,0.183673
22,3,2,2,0.183673
22,3,1,3,0.078717
22,3,2,3,0.078717
22,3,3,3,0.078717
22,3,1,4,0.033736
22,3,2,4,0.033736
22,3,3,4,0.033736
22,3,4,4,0.033736
23,0,1,1,0.428571
23,0,1,2,0.183673
23,0,2,2,0.183673
23,0,1,3,0.078717
23,0,2,3,0.078717
23,0,3,3,0.078717
23,0,1,4,0.033736
23,0,2,4,0.033736
23,0,3,4,0.033736
23,0,4,4,0.033736
23,1,1,1,0.428571
23,1,1,2,0.183673
23,1,2,2,0.183673
23,1,1,3,0.078717
23,1,2,3,0.078717
23,1,3,3,0.078717
23,1,1,4,0.033736
23,1,2,4,0.033736
23,1,3,4,0.033736
23,1,4,4,0.033736
23,2,1,1,0.428571
23,2,1,2,0.183673
23,2,2,2,0.183673
23,2,1,3,0.078717
23,2,2,3,0.078717
23,2,3,3,0.078717
23,2,1,4,0.033736
23,2,2,4,0.033736
23,2,3,4,0.033736
23,2,4,4,0.033736
23,3,1,1,0.428571
23,3,1,2,0.183673
23,3,2,2,0.183673
23,3,1,3,0.078717
23,3,2,3,0.078717
23,3,3,3,0.078717
23,3,1,4,0.033736
23,3,2,4,0.033736
23,3,3,4,0.033736
23,3,4,4,0.033736
24,0,1,1,0.428571
24,0,1,2,0.183673
24,0,2,2,0.183673
24,0,1,3,0.078717
24,0,2,3,0.078717
24,0,3,3,0.078717
24,0,1,4,0.033736
24,0,2,4,0.033736
24,0,3,4,0.033736
24,0,4,4,0.033736
24,1,1,1,0.428571
24,1,1,2,0.183673
24,1,2,2,0.183673
24,1,1,3,0.078717
24,1,2,3,0.078717
24,1,3,3,0.078717
24,1,1,4,0.033736
24,1,2,4,0.033736
24,1,3,4,0.033736
24,1,4,4,0.033736
24,2,1,1,0.428571
24,2,1,2,0.183673
24,2,2,2,0.183673
24,2,1,3,0.078717
24,2,2,3,0.078717
24,2,3,3,0.078717
24,2,1,4,0.033736
24,2,2,4,0.033736
24,2,3,4,0.033736
24,2,4,4,0.033736
24,3,1,1,0.428571
24,3,1,2,0.183673
24,3,2,2,0.183673
24,3,1,3,0.078717
24,3,2,3,0.078717
24,3,3,3,0.078717
24,3,1,4,0.033736
24,3,2,4,0.033736
24,3,3,4,0.033736
24,3,4,4,0.033736
25,0,1,1,0.428571
25,0,1,2,0.183673
25,0,2,2,0.183673
25,0,1,3,0.078717
25,0,2,3,0.078717
25,0,3,3,0.078717
25,0,1,4,0.033736
25,0,2,4,0.033736
25,0,3,4,0.033736
25,0,4,4,0.033736
25,1,1,1,0.428571
25,1,1,2,0.183673
25,1,2,2,0.183673
25,1,1,3,0.078717
25,1,2,3,0.078717
25,1,3,3,0.078717
25,1,1,4,0.033736
25,1,2,4,0.033736
25,1,3,4,0.033736
25,1,4,4,0.033736
25,2,1,1,0.428571
25,2,1,2,0.183673
25,2,2,2,0.183673
25,2,1,3,0.078717
25,2,2,3,0.078717
25,2,3,3,0.078717
25,2,1,4,0.033736
25,2,2,4,0.033736
25,2,3,4,0.033736
25,2,4,4,0.033736
25,3,1,1,0.428571
25,3,1,2,0.183673
25,3,2,2,0.183673
25,3,1,3,0.078717
25,3,2,3,0.078717
25,3,3,3,0.078717
25,3,1,4,0.033736
25,3,2,4,0.033736
25,3,3,4,0.033736
25,3,4,4,0.033736
26,0,1,1,0.428571
26,0,1,2,0.183673
26,0,2,2,0.183673
26,0,1,3,0.078717
26,0,2,3,0.078717
26,0,3,3,0.078717
26,0,1,4,0.033736
26,0,2,4,0.033736
26,0,3,4,0.033736
26,0,4,4,0.033736
26,1,1,1,0.428571
26,1,1,2,0.183673
26,1,2,2,0.183673
26,1,1,3,0.078717
26,1,2,3,0.078717
26,1,3,3,0.078717
26,1,1,4,0.033736
26,1,2,4,0.033736
26,1,3,4,0.033736
26,1,4,4,0.033736
26,2,1,1,0.428571
26,2,1,2,0.183673
26,2,2,2,0.183673
26,2,1,3,0.078717
26,2,2,3,0.078717
26,2,3,3,0.078717
26,2,1,4,0.033736
26,2,2,4,0.033736
26,2,3,4,0.033736
26,2,4,4,0.033736
26,3,1,1,0.428571
26,3,1,2,0.183673
26,3,2,2,0.183673
26,3,1,3,0.078717
26,3,2,3,0.078717
26,3,3,3,0.078717
